0.40816,0,0,0
0.81633,0,0,0
1.2245,0,0,0
1.6327,0,0,0
2.0408,0,0,0
2.449,0,0,0
2.8571,0,0,0
3.2653,0,0,0
3.6735,0,0,0
4.0816,0,0,0
4.4898,0,0,0
4.898,0,0,0
5.3061,0,0,0
5.7143,0,0,0
6.1224,0,0,0
6.5306,0,0,0
6.9388,0,0,0
7.3469,0,0,0
7.7551,0,0,0
8.1633,0,0,0
8.5714,0,0,0
8.9796,0,0,0
9.3878,0,0,0
9.7959,0,0,0
10.204,0,0,0
10.612,0,0,0
11.02,0,0,0
11.429,0,0,0
11.837,0,0,0
12.245,0,0,0
12.653,0,0,0
13.061,0,0,0
13.469,0,0,0
13.878,0,0,0
14.286,0,0,0
14.694,0,0,0
15.102,0,0,0
15.51,0,0,0
15.918,0,0,0
16.327,0,0,0
16.735,0,0,0
17.143,0,0,0
17.551,0,0,0
17.959,0,0,0
18.367,0,0,0
18.776,0,0,0
19.184,0,0,0
19.592,0,0,0
20,0,0,0
20.408,0,0,0
20,0,0.032057,0.1
20.321,0.0051378,0.064114,0.1
20.641,0.020546,0.096171,0.1
20.96,0.046209,0.12823,0.1
21.279,0.0821,0.16029,0.1
21.596,0.12818,0.19234,0.1
21.912,0.18441,0.2244,0.1
22.225,0.25072,0.25646,0.1
22.537,0.32705,0.28851,0.1
22.845,0.41332,0.32057,0.1
23.151,0.50944,0.35263,0.1
23.454,0.61532,0.38468,0.1
23.753,0.73083,0.41674,0.1
24.048,0.85587,0.4488,0.1
24.339,0.99031,0.48086,0.1
24.625,1.134,0.51291,0.1
24.907,1.2868,0.54497,0.1
25.184,1.4486,0.57703,0.1
25.455,1.6191,0.60908,0.1
25.721,1.7983,0.64114,0.1
25.981,1.9859,0.6732,0.1
26.235,2.1817,0.70526,0.1
26.482,2.3855,0.73731,0.1
26.723,2.5972,0.76937,0.1
26.957,2.8165,0.80143,0.1
27.183,3.0432,0.83348,0.1
27.403,3.277,0.86554,0.1
27.614,3.5177,0.8976,0.1
27.818,3.7651,0.92965,0.1
28.014,4.0189,0.96171,0.1
28.202,4.2788,0.99377,0.1
28.381,4.5447,1.0258,0.1
28.551,4.8161,1.0579,0.1
28.713,5.0928,1.0899,0.1
28.866,5.3746,1.122,0.1
29.01,5.6612,1.1541,0.1
29.144,5.9522,1.1861,0.1
29.269,6.2473,1.2182,0.1
29.385,6.5463,1.2502,0.1
29.491,6.8489,1.2823,0.1
29.587,7.1547,1.3143,0.1
29.673,7.4635,1.3464,0.1
29.749,7.7748,1.3785,0.1
29.816,8.0884,1.4105,0.1
29.872,8.404,1.4426,0.1
29.918,8.7212,1.4746,0.1
29.954,9.0398,1.5067,0.1
29.979,9.3593,1.5387,0.1
29.995,9.6795,1.5708,0.1
30,10,1.6029,0.1
30,10.204,1.5708,0
30,10.408,1.5708,0
30,10.612,1.5708,0
30,10.816,1.5708,0
30,11.02,1.5708,0
30,11.224,1.5708,0
30,11.429,1.5708,0
30,11.633,1.5708,0
30,11.837,1.5708,0
30,12.041,1.5708,0
30,12.245,1.5708,0
30,12.449,1.5708,0
30,12.653,1.5708,0
30,12.857,1.5708,0
30,13.061,1.5708,0
30,13.265,1.5708,0
30,13.469,1.5708,0
30,13.673,1.5708,0
30,13.878,1.5708,0
30,14.082,1.5708,0
30,14.286,1.5708,0
30,14.49,1.5708,0
30,14.694,1.5708,0
30,14.898,1.5708,0
30,15.102,1.5708,0
30,15.306,1.5708,0
